"StoreID","IsHoliday","IsOpen","HasPromotions","StoreType","AssortmentType","NearestCompetitor","Region","NumberOfSales","Region_AreaKM2","Region_GDP","Region_PopulationK","Year","Month (number)","Week","Day of year","Day of month","Day of week (number)","ID"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,12,81,22,5,"571_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,12,82,23,6,"572_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,12,83,24,7,"573_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,84,25,1,"574_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,85,26,2,"575_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,86,27,3,"576_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,87,28,4,"577_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,88,29,5,"578_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,89,30,6,"579_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,3,13,90,31,7,"580_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,91,1,1,"581_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,92,2,2,"582_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,93,3,3,"583_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,94,4,4,"584_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,95,5,5,"585_Test"
"1009",1,0,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,96,6,6,"586_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,14,97,7,7,"587_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,98,8,1,"588_Test"
"1009",1,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,99,9,2,"589_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,100,10,3,"590_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,101,11,4,"591_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,102,12,5,"592_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,103,13,6,"593_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,15,104,14,7,"594_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,105,15,1,"595_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,106,16,2,"596_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,107,17,3,"597_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,108,18,4,"598_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,109,19,5,"599_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,110,20,6,"600_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,16,111,21,7,"601_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,112,22,1,"602_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,113,23,2,"603_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,114,24,3,"604_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,115,25,4,"605_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,116,26,5,"606_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,117,27,6,"607_Test"
"1009",0,1,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,17,118,28,7,"608_Test"
"1009",0,0,0,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,18,119,29,1,"609_Test"
"1009",0,1,1,"Hyper Market","General",25778,"0",,8410,10494,1892,2018,4,18,120,30,2,"610_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,9,60,1,5,"611_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,9,61,2,6,"612_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,9,62,3,7,"613_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,63,4,1,"614_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,64,5,2,"615_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,65,6,3,"616_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,66,7,4,"617_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,67,8,5,"618_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,68,9,6,"619_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,10,69,10,7,"620_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,70,11,1,"621_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,71,12,2,"622_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,72,13,3,"623_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,73,14,4,"624_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,74,15,5,"625_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,75,16,6,"626_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,11,76,17,7,"627_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,77,18,1,"628_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,78,19,2,"629_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,79,20,3,"630_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,80,21,4,"631_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,81,22,5,"632_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,82,23,6,"633_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,12,83,24,7,"634_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,84,25,1,"635_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,85,26,2,"636_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,86,27,3,"637_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,87,28,4,"638_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,88,29,5,"639_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,89,30,6,"640_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,3,13,90,31,7,"641_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,91,1,1,"642_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,92,2,2,"643_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,93,3,3,"644_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,94,4,4,"645_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,95,5,5,"646_Test"
"1010",1,0,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,96,6,6,"647_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,14,97,7,7,"648_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,98,8,1,"649_Test"
"1010",1,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,99,9,2,"650_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,100,10,3,"651_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,101,11,4,"652_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,102,12,5,"653_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,103,13,6,"654_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,15,104,14,7,"655_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,105,15,1,"656_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,106,16,2,"657_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,107,17,3,"658_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,108,18,4,"659_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,109,19,5,"660_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,110,20,6,"661_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,16,111,21,7,"662_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,112,22,1,"663_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,113,23,2,"664_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,114,24,3,"665_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,115,25,4,"666_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,116,26,5,"667_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,117,27,6,"668_Test"
"1010",0,1,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,17,118,28,7,"669_Test"
"1010",0,0,0,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,18,119,29,1,"670_Test"
"1010",0,1,1,"Hyper Market","With Non-Food Department",4241,"9",,15566,15017,8146,2018,4,18,120,30,2,"671_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,9,60,1,5,"672_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,9,61,2,6,"673_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,9,62,3,7,"674_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,63,4,1,"675_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,64,5,2,"676_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,65,6,3,"677_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,66,7,4,"678_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,67,8,5,"679_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,68,9,6,"680_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,10,69,10,7,"681_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,70,11,1,"682_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,71,12,2,"683_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,72,13,3,"684_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,73,14,4,"685_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,74,15,5,"686_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,75,16,6,"687_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,11,76,17,7,"688_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,77,18,1,"689_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,78,19,2,"690_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,79,20,3,"691_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,80,21,4,"692_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,81,22,5,"693_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,82,23,6,"694_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,12,83,24,7,"695_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,84,25,1,"696_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,85,26,2,"697_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,86,27,3,"698_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,87,28,4,"699_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,88,29,5,"700_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,89,30,6,"701_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,3,13,90,31,7,"702_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,91,1,1,"703_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,92,2,2,"704_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,93,3,3,"705_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,94,4,4,"706_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,95,5,5,"707_Test"
"1011",1,0,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,96,6,6,"708_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,14,97,7,7,"709_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,98,8,1,"710_Test"
"1011",1,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,99,9,2,"711_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,100,10,3,"712_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,101,11,4,"713_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,102,12,5,"714_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,103,13,6,"715_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,15,104,14,7,"716_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,105,15,1,"717_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,106,16,2,"718_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,107,17,3,"719_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,108,18,4,"720_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,109,19,5,"721_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,110,20,6,"722_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,16,111,21,7,"723_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,112,22,1,"724_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,113,23,2,"725_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,114,24,3,"726_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,115,25,4,"727_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,116,26,5,"728_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,117,27,6,"729_Test"
"1011",0,1,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,17,118,28,7,"730_Test"
"1011",0,0,0,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,18,119,29,1,"731_Test"
"1011",0,1,1,"Hyper Market","General",926,"9",,15566,15017,8146,2018,4,18,120,30,2,"732_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,9,60,1,5,"733_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,9,61,2,6,"734_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,9,62,3,7,"735_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,63,4,1,"736_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,64,5,2,"737_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,65,6,3,"738_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,66,7,4,"739_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,67,8,5,"740_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,68,9,6,"741_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,10,69,10,7,"742_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,70,11,1,"743_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,71,12,2,"744_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,72,13,3,"745_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,73,14,4,"746_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,74,15,5,"747_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,75,16,6,"748_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,11,76,17,7,"749_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,77,18,1,"750_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,78,19,2,"751_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,79,20,3,"752_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,80,21,4,"753_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,81,22,5,"754_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,82,23,6,"755_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,12,83,24,7,"756_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,84,25,1,"757_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,85,26,2,"758_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,86,27,3,"759_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,87,28,4,"760_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,88,29,5,"761_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,89,30,6,"762_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,3,13,90,31,7,"763_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,91,1,1,"764_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,92,2,2,"765_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,93,3,3,"766_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,94,4,4,"767_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,95,5,5,"768_Test"
"1012",1,0,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,96,6,6,"769_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,14,97,7,7,"770_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,98,8,1,"771_Test"
"1012",1,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,99,9,2,"772_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,100,10,3,"773_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,101,11,4,"774_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,102,12,5,"775_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,103,13,6,"776_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,15,104,14,7,"777_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,105,15,1,"778_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,106,16,2,"779_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,107,17,3,"780_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,108,18,4,"781_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,109,19,5,"782_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,110,20,6,"783_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,16,111,21,7,"784_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,112,22,1,"785_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,113,23,2,"786_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,114,24,3,"787_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,115,25,4,"788_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,116,26,5,"789_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,117,27,6,"790_Test"
"1012",0,1,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,17,118,28,7,"791_Test"
"1012",0,0,0,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,18,119,29,1,"792_Test"
"1012",0,1,1,"Hyper Market","With Non-Food Department",5439,"4",,344,23931,816,2018,4,18,120,30,2,"793_Test"
"1013",0,1,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,9,60,1,5,"794_Test"
"1013",0,1,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,9,61,2,6,"795_Test"
"1013",0,1,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,9,62,3,7,"796_Test"
"1013",0,0,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,63,4,1,"797_Test"
"1013",0,1,1,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,64,5,2,"798_Test"
"1013",0,1,1,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,65,6,3,"799_Test"
"1013",0,1,1,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,66,7,4,"800_Test"
"1013",0,1,1,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,67,8,5,"801_Test"
"1013",0,1,1,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,68,9,6,"802_Test"
"1013",0,1,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,10,69,10,7,"803_Test"
"1013",0,0,0,"Hyper Market","With Non-Food Department",1554,"3",,407,13155,1584,2018,3,11,70,11,1,"804_Test"
